sub_industry,Industry,sector,sic_code,sic_description,company_name,person_name,email,website,country,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,is_duplicate,duplicate_group,role_function,role_confidence
(HVAC) Heating Contractors & Consultants,Construction & Engineering,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,False,,Other,0.0
Road Freight,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Haulage,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Marking & Surfacing Equipment & Material Manufacturers,Building Materials & Products,Manufacturing & Industrials,42110,Construction of roads and motorways,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Surfacing Service,Construction & Engineering,Construction & Materials,42110,Construction of roads and motorways,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Transport,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roadside Breakdown,Automotive Services,Automotive,52219,"Other service activities incidental to land transportation, n.e.c.",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roasting Coffee & Coffee Wholesale,Food & Beverage Industry,Consumer Goods & Services,46370,"Wholesale of coffee, tea, cocoa and spices",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Robotic Radical Prostatectomy,Health Care Providers & Services,Healthcare,86220,Specialists medical practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Robotics,Automation Services,Manufacturing & Industrials,28990,Manufacture of other special-purpose machinery n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roll Cage Sales & Service,Auto Components,Automotive,29201,Manufacture of bodies (coachwork) for motor vehicles (except caravans),,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rolling Shutters Manufacturers,Building Materials & Products,Construction & Materials,25120,Manufacture of doors and windows of metal,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Romanian Wine,Beverage Manufacturing,Consumer Goods & Services,11020,Manufacture of wine from grape,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roof Cleaning,Commercial Cleaning Services,Professional Services,81222,Specialised cleaning services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roof Coatings,Construction & Engineering,Construction & Materials,43910,Roofing activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roof Racks,Auto Components,Automotive,29320,Manufacture of other parts and accessories for motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roofing Services & Contractors,Construction & Engineering,Construction & Materials,43910,Roofing activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roofing Supplies & Materials,Building Materials & Products,Construction & Materials,46130,Agents involved in the sale of timber and building materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Roofing Underdeck,Construction & Engineering,Construction & Materials,43910,Roofing activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Ropes & Hawsers,Marine Engineering,Manufacturing & Industrials,13940,"Manufacture of cordage, rope, twine and netting",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Route Negotiability Studies,Traffic Engineering,Manufacturing & Industrials,71122,Engineering related scientific and technical consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Route Planners,Software Development & Services,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Routine Care,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
RPS Enviro Engineers,Environmental Engineering & Services,Manufacturing & Industrials,71122,Engineering related scientific and technical consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rubber & Plastic Products Manufacturers,Plastics Manufacturing,Manufacturing & Industrials,22290,Manufacture of other plastic products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rubber & Plastics Foam Products,Plastics Manufacturing,Manufacturing & Industrials,22290,Manufacture of other plastic products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rubber Stamps,Office Equipment,Retail,32990,Other manufacturing n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rubbish Clearance,Recycling & Waste Management,Manufacturing & Industrials,38110,Collection of non-hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rubbish Removal,Recycling & Waste Management,Manufacturing & Industrials,38110,Collection of non-hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rug,Home Goods,Consumer Goods & Services,13939,Manufacture of other carpets and rugs,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rural Tree Planting,Forestry & Logging,Agriculture & Farming,2100,Silviculture and other forestry activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Russian Restaurants,"Hotels, Restaurants & Leisure",Hospitality,56101,Licenced restaurants,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
SaaS,Software Development & Services,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Saddlery & Riding Wear,Apparel,Consumer Goods & Services,15120,"Manufacture of luggage, handbags and the like, saddlery and harness",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safe Deposits,Financial Services,Financial Services,80200,Security systems service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safe Removers,Security Services & Equipment,Professional Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safes & Vaults - Suppliers & Installers,Security Services & Equipment,Manufacturing & Industrials,80200,Security systems service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safety Equipment & Clothing,Safety Engineering,Manufacturing & Industrials,14120,Manufacture of workwear,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safety Glazing,Building Materials & Products,Manufacturing & Industrials,23120,Shaping and processing of flat glass,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safety Surfaces,Construction & Engineering,Construction & Materials,43330,Floor and wall covering,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Safety/Workwear & Protective Equipment,Safety Engineering,Manufacturing & Industrials,14120,Manufacture of workwear,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sailing Schools,Education Services,Education,85510,Sports and recreation education,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sailmakers & Repairers,Marine Engineering,Manufacturing & Industrials,13921,Manufacture of soft furnishings,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales,Sales & Marketing,Professional Services,46190,Agents involved in the sale of a variety of goods,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales & Installation Doors & Shutters,Construction & Engineering,Construction & Materials,43290,Other construction installation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales & Marketing,Sales & Marketing,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales & Marketing & Automotive,Automotive Services,Automotive,45111,Sale of new cars and light motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales & Service Hydraulic Equipment & Accessories,Industrial Equipment & Supplies,Manufacturing & Industrials,28120,Manufacture of fluid power equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Boats,Marine Engineering,Manufacturing & Industrials,30120,Building of pleasure and sporting boats,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Execution,Sales & Marketing,Professional Services,73200,Market research and public opinion polling,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Machine Tools,Industrial Equipment & Supplies,Manufacturing & Industrials,46620,Wholesale of machine tools,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Promotion Consultants,Sales & Marketing,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Promotions,Marketing & Advertising,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Sales Service & Repair Laser Equipment,Industrial Equipment & Supplies,Manufacturing & Industrials,33120,Repair of machinery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Sales, & Service, Repair & Installation Cookers",Industrial Equipment & Supplies,Manufacturing & Industrials,95290,Repair of personal and household goods n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Salt Suppliers,Chemical Products & Chemicals,Construction & Materials,46900,Non-specialised wholesale trade,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Salvage Dealers,Recycling & Waste Management,Manufacturing & Industrials,46770,Wholesale of waste and scrap,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Same Day Courier,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Same Day Courier & Express Delivery,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Same Day Parcel Delivery,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
